instance clique cp-fc kdown james-cpp-max james-cpp-max-down
g43-g55 NaN NaN NaN NaN NaN
g43-g56 NaN NaN NaN NaN NaN
g43-g57 NaN NaN NaN NaN NaN
g43-g61 NaN NaN NaN NaN NaN
g43-g62 NaN NaN NaN NaN NaN
g43-g63 NaN NaN NaN NaN NaN
g43-g64 NaN NaN NaN NaN NaN
g43-g65 NaN NaN NaN NaN NaN
g43-g67 NaN NaN NaN NaN NaN
g43-g68 NaN NaN NaN NaN NaN
g43-g69 NaN NaN NaN NaN NaN
g43-g70 NaN NaN NaN NaN NaN
g43-g71 NaN NaN NaN NaN NaN
g43-g72 NaN NaN NaN NaN NaN
g43-g74 NaN NaN NaN NaN NaN
g43-g75 NaN NaN NaN NaN NaN
g43-g76 NaN NaN NaN NaN NaN
g43-g77 NaN NaN NaN NaN NaN
g43-g78 NaN NaN NaN NaN NaN
g43-g79 NaN NaN NaN NaN NaN
g43-g80 NaN NaN NaN NaN NaN
g43-g81 NaN NaN NaN NaN NaN
g43-g83 NaN NaN NaN NaN NaN
g43-g84 NaN NaN NaN NaN NaN
g43-g85 NaN NaN NaN NaN NaN
g43-g87 NaN NaN NaN NaN NaN
g43-g88 NaN NaN NaN NaN NaN
g43-g89 NaN NaN NaN NaN NaN
g43-g90 NaN NaN NaN NaN NaN
g43-g91 NaN NaN NaN NaN NaN
g43-g92 NaN NaN NaN NaN NaN
g43-g94 NaN NaN NaN NaN NaN
g43-g95 NaN NaN NaN NaN NaN
g43-g96 NaN NaN NaN NaN NaN
g43-g97 NaN NaN NaN NaN NaN
g43-g98 NaN NaN NaN NaN NaN
g43-g99 NaN NaN NaN NaN NaN
g44-g100 NaN NaN NaN NaN NaN
g44-g101 NaN NaN NaN NaN NaN
g44-g102 NaN NaN NaN NaN NaN
g44-g103 NaN NaN NaN NaN NaN
g44-g104 NaN NaN NaN NaN NaN
g44-g105 NaN NaN NaN NaN NaN
g44-g106 NaN NaN NaN NaN NaN
g44-g107 NaN NaN NaN NaN NaN
g44-g108 NaN NaN NaN NaN NaN
g44-g109 NaN NaN NaN NaN NaN
g44-g110 NaN NaN NaN NaN NaN
g44-g111 NaN NaN NaN NaN NaN
g44-g112 NaN NaN NaN NaN NaN
g44-g51 NaN NaN NaN NaN NaN
g44-g52 NaN NaN NaN NaN NaN
g44-g53 NaN NaN NaN NaN NaN
g44-g54 NaN NaN NaN NaN NaN
g44-g55 NaN NaN NaN NaN NaN
g44-g56 NaN NaN NaN NaN NaN
g44-g57 NaN NaN NaN NaN NaN
g44-g61 NaN NaN NaN NaN NaN
g44-g62 NaN NaN NaN NaN NaN
g44-g63 NaN NaN NaN NaN NaN
g44-g64 NaN NaN NaN NaN NaN
g44-g65 NaN NaN NaN NaN NaN
g44-g67 NaN NaN NaN NaN NaN
g44-g68 NaN NaN NaN NaN NaN
g44-g69 NaN NaN NaN NaN NaN
g44-g70 NaN NaN NaN NaN NaN
g44-g71 NaN NaN NaN NaN NaN
g44-g72 NaN NaN NaN NaN NaN
g44-g74 NaN NaN NaN NaN NaN
g44-g75 NaN NaN NaN NaN NaN
g44-g76 NaN NaN NaN NaN NaN
g44-g77 NaN NaN NaN NaN NaN
g44-g78 NaN NaN NaN NaN NaN
g44-g79 NaN NaN NaN NaN NaN
g44-g80 NaN NaN NaN NaN NaN
g44-g81 NaN NaN NaN NaN NaN
g44-g83 NaN NaN NaN NaN NaN
g44-g84 NaN NaN NaN NaN NaN
g44-g85 NaN NaN NaN NaN NaN
g44-g87 NaN NaN NaN NaN NaN
g44-g88 NaN NaN NaN NaN NaN
g44-g89 NaN NaN NaN NaN NaN
g44-g90 NaN NaN NaN NaN NaN
g44-g91 NaN NaN NaN NaN NaN
g44-g92 NaN NaN NaN NaN NaN
g44-g94 NaN NaN NaN NaN NaN
g44-g95 NaN NaN NaN NaN NaN
g44-g96 NaN NaN NaN NaN NaN
g44-g97 NaN NaN NaN NaN NaN
g44-g98 NaN NaN NaN NaN NaN
g44-g99 NaN NaN NaN NaN NaN
g45-g100 NaN NaN NaN NaN NaN
g45-g101 NaN NaN NaN NaN NaN
g45-g102 NaN NaN NaN NaN NaN
g45-g103 NaN NaN NaN NaN NaN
g45-g104 NaN NaN NaN NaN NaN
g45-g105 NaN NaN NaN NaN NaN
g45-g106 NaN NaN NaN NaN NaN
g45-g107 NaN NaN NaN NaN NaN
g45-g108 NaN NaN NaN NaN NaN
g45-g109 NaN NaN NaN NaN NaN
g45-g110 NaN NaN NaN NaN NaN
g45-g111 NaN NaN NaN NaN NaN
g45-g112 NaN NaN NaN NaN NaN
g45-g51 NaN NaN NaN NaN NaN
g45-g52 NaN NaN NaN NaN NaN
g45-g53 NaN NaN NaN NaN NaN
g45-g54 NaN NaN NaN NaN NaN
g45-g55 NaN NaN NaN NaN NaN
g45-g56 NaN NaN NaN NaN NaN
g45-g57 NaN NaN NaN NaN NaN
g45-g61 NaN NaN NaN NaN NaN
g45-g62 NaN NaN NaN NaN NaN
g45-g63 NaN NaN NaN NaN NaN
g45-g64 NaN NaN NaN NaN NaN
g45-g65 NaN NaN NaN NaN NaN
g45-g67 NaN NaN NaN NaN NaN
g45-g68 NaN NaN NaN NaN NaN
g45-g69 NaN NaN NaN NaN NaN
g45-g70 NaN NaN NaN NaN NaN
g45-g71 NaN NaN NaN NaN NaN
g45-g72 NaN NaN NaN NaN NaN
g45-g74 NaN NaN NaN NaN NaN
g45-g75 NaN NaN NaN NaN NaN
g45-g76 NaN NaN NaN NaN NaN
g45-g77 NaN NaN NaN NaN NaN
g45-g78 NaN NaN NaN NaN NaN
g45-g79 NaN NaN NaN NaN NaN
g45-g80 NaN NaN NaN NaN NaN
g45-g81 NaN NaN NaN NaN NaN
g45-g83 NaN NaN NaN NaN NaN
g45-g84 NaN NaN NaN NaN NaN
g45-g85 NaN NaN NaN NaN NaN
g45-g87 NaN NaN NaN NaN NaN
g45-g88 NaN NaN NaN NaN NaN
g45-g89 NaN NaN NaN NaN NaN
g45-g90 NaN NaN NaN NaN NaN
g45-g91 NaN NaN NaN NaN NaN
g45-g92 NaN NaN NaN NaN NaN
g45-g94 NaN NaN NaN NaN NaN
g45-g95 NaN NaN NaN NaN NaN
g45-g96 NaN NaN NaN NaN NaN
g45-g97 NaN NaN NaN NaN NaN
g45-g98 NaN NaN NaN NaN NaN
g45-g99 NaN NaN NaN NaN NaN
g46-g100 NaN NaN NaN NaN NaN
g46-g101 NaN NaN NaN NaN NaN
g46-g102 NaN NaN NaN NaN NaN
g46-g103 NaN NaN NaN NaN NaN
g46-g104 NaN NaN NaN NaN NaN
g46-g105 NaN NaN NaN NaN NaN
g46-g106 NaN NaN NaN NaN NaN
g46-g107 NaN NaN NaN NaN NaN
g46-g108 NaN NaN NaN NaN NaN
g46-g109 NaN NaN NaN NaN NaN
g46-g110 NaN NaN NaN NaN NaN
g46-g111 NaN NaN NaN NaN NaN
g46-g112 NaN NaN NaN NaN NaN
g46-g51 NaN NaN NaN NaN NaN
g46-g52 NaN NaN NaN NaN NaN
g46-g53 NaN NaN NaN NaN NaN
g46-g54 NaN NaN NaN NaN NaN
g46-g55 NaN NaN NaN NaN NaN
g46-g56 NaN NaN NaN NaN NaN
g46-g57 NaN NaN NaN NaN NaN
g46-g61 NaN NaN NaN NaN NaN
g46-g62 NaN NaN NaN NaN NaN
g46-g63 NaN NaN NaN NaN NaN
g46-g64 NaN NaN NaN NaN NaN
g46-g65 NaN NaN NaN NaN NaN
g46-g67 NaN NaN NaN NaN NaN
g46-g68 NaN NaN NaN NaN NaN
g46-g69 NaN NaN NaN NaN NaN
g46-g70 NaN NaN NaN NaN NaN
g46-g71 NaN NaN NaN NaN NaN
g46-g72 NaN NaN NaN NaN NaN
g46-g74 NaN NaN NaN NaN NaN
g46-g75 NaN NaN NaN NaN NaN
g46-g76 NaN NaN NaN NaN NaN
g46-g77 NaN NaN NaN NaN NaN
g46-g78 NaN NaN NaN NaN NaN
g46-g79 NaN NaN NaN NaN NaN
g46-g80 NaN NaN NaN NaN NaN
g46-g81 NaN NaN NaN NaN NaN
g46-g83 NaN NaN NaN NaN NaN
g46-g84 NaN NaN NaN NaN NaN
g46-g85 NaN NaN NaN NaN NaN
g46-g87 NaN NaN NaN NaN NaN
g46-g88 NaN NaN NaN NaN NaN
g46-g89 NaN NaN NaN NaN NaN
g46-g90 NaN NaN NaN NaN NaN
g46-g91 NaN NaN NaN NaN NaN
g46-g92 NaN NaN NaN NaN NaN
g46-g94 NaN NaN NaN NaN NaN
g46-g95 NaN NaN NaN NaN NaN
g46-g96 NaN NaN NaN NaN NaN
g46-g97 NaN NaN NaN NaN NaN
g46-g98 NaN NaN NaN NaN NaN
g46-g99 NaN NaN NaN NaN NaN
g47-g100 NaN NaN NaN NaN NaN
g47-g101 NaN NaN NaN NaN NaN
g47-g102 NaN NaN NaN NaN NaN
g47-g103 NaN NaN NaN NaN NaN
g47-g104 NaN NaN NaN NaN NaN
g47-g105 NaN NaN NaN NaN NaN
g47-g106 NaN NaN NaN NaN NaN
g47-g107 NaN NaN NaN NaN NaN
g47-g108 NaN NaN NaN NaN NaN
g47-g109 NaN NaN NaN NaN NaN
g47-g110 NaN NaN NaN NaN NaN
g47-g111 NaN NaN NaN NaN NaN
g47-g112 NaN NaN NaN NaN NaN
g47-g51 NaN NaN NaN NaN NaN
g47-g52 NaN NaN NaN NaN NaN
g47-g53 NaN NaN NaN NaN NaN
g47-g54 NaN NaN NaN NaN NaN
g47-g55 NaN NaN NaN NaN NaN
g47-g56 NaN NaN NaN NaN NaN
g47-g57 NaN NaN NaN NaN NaN
g47-g61 NaN NaN NaN NaN NaN
g47-g62 NaN NaN NaN NaN NaN
g47-g63 NaN NaN NaN NaN NaN
g47-g64 NaN NaN NaN NaN NaN
g47-g65 NaN NaN NaN NaN NaN
g47-g67 NaN NaN NaN NaN NaN
g47-g68 NaN NaN NaN NaN NaN
g47-g69 NaN NaN NaN NaN NaN
g47-g70 NaN NaN NaN NaN NaN
g47-g71 NaN NaN NaN NaN NaN
g47-g72 NaN NaN NaN NaN NaN
g47-g74 NaN NaN NaN NaN NaN
g47-g75 NaN NaN NaN NaN NaN
g47-g76 NaN NaN NaN NaN NaN
g47-g77 NaN NaN NaN NaN NaN
g47-g78 NaN NaN NaN NaN NaN
g47-g79 NaN NaN NaN NaN NaN
g47-g80 NaN NaN NaN NaN NaN
g47-g81 NaN NaN NaN NaN NaN
g47-g83 NaN NaN NaN NaN NaN
g47-g84 NaN NaN NaN NaN NaN
g47-g85 NaN NaN NaN NaN NaN
g47-g87 NaN NaN NaN NaN NaN
g47-g88 NaN NaN NaN NaN NaN
g47-g89 NaN NaN NaN NaN NaN
g47-g90 NaN NaN NaN NaN NaN
g47-g91 NaN NaN NaN NaN NaN
g47-g92 NaN NaN NaN NaN NaN
g47-g94 NaN NaN NaN NaN NaN
g47-g95 NaN NaN NaN NaN NaN
g47-g96 NaN NaN NaN NaN NaN
g47-g97 NaN NaN NaN NaN NaN
g47-g98 NaN NaN NaN NaN NaN
g47-g99 NaN NaN NaN NaN NaN
g48-g100 NaN NaN NaN NaN NaN
g48-g101 NaN NaN NaN NaN NaN
g48-g102 NaN NaN NaN NaN NaN
g48-g103 NaN NaN NaN NaN NaN
g48-g104 NaN NaN NaN NaN NaN
g48-g105 NaN NaN NaN NaN NaN
g48-g106 NaN NaN NaN NaN NaN
g48-g107 NaN NaN NaN NaN NaN
g48-g108 NaN NaN NaN NaN NaN
g48-g109 NaN NaN NaN NaN NaN
g48-g110 NaN NaN NaN NaN NaN
g48-g111 NaN NaN NaN NaN NaN
g48-g112 NaN NaN NaN NaN NaN
g48-g51 NaN NaN NaN NaN NaN
g48-g52 NaN NaN NaN NaN NaN
g48-g53 NaN NaN NaN NaN NaN
g48-g54 NaN NaN NaN NaN NaN
g48-g55 NaN NaN NaN NaN NaN
g48-g56 NaN NaN NaN NaN NaN
g48-g57 NaN NaN NaN NaN NaN
g48-g61 NaN NaN NaN NaN NaN
g48-g62 NaN NaN NaN NaN NaN
g48-g63 NaN NaN NaN NaN NaN
g48-g64 NaN NaN NaN NaN NaN
g48-g65 NaN NaN NaN NaN NaN
g48-g67 NaN NaN NaN NaN NaN
g48-g68 NaN NaN NaN NaN NaN
g48-g69 NaN NaN NaN NaN NaN
g48-g70 NaN NaN NaN NaN NaN
g48-g71 NaN NaN NaN NaN NaN
g48-g72 NaN NaN NaN NaN NaN
g48-g74 NaN NaN NaN NaN NaN
g48-g75 NaN NaN NaN NaN NaN
g48-g76 NaN NaN NaN NaN NaN
g48-g77 NaN NaN NaN NaN NaN
g48-g78 NaN NaN NaN NaN NaN
g48-g79 NaN NaN NaN NaN NaN
g48-g80 NaN NaN NaN NaN NaN
g48-g81 NaN NaN NaN NaN NaN
g48-g83 NaN NaN NaN NaN NaN
g48-g84 NaN NaN NaN NaN NaN
g48-g85 NaN NaN NaN NaN NaN
g48-g87 NaN NaN NaN NaN NaN
g48-g88 NaN NaN NaN NaN NaN
g48-g89 NaN NaN NaN NaN NaN
g48-g90 NaN NaN NaN NaN NaN
g48-g91 NaN NaN NaN NaN NaN
g48-g92 NaN NaN NaN NaN NaN
g48-g94 NaN NaN NaN NaN NaN
g48-g95 NaN NaN NaN NaN NaN
g48-g96 NaN NaN NaN NaN NaN
g48-g97 NaN NaN NaN NaN NaN
g48-g98 NaN NaN NaN NaN NaN
g48-g99 NaN NaN NaN NaN NaN
g49-g100 NaN NaN NaN NaN NaN
g49-g101 NaN NaN NaN NaN NaN
g49-g102 NaN NaN NaN NaN NaN
g49-g103 NaN NaN NaN NaN NaN
g49-g104 NaN NaN NaN NaN NaN
g49-g105 NaN NaN NaN NaN NaN
g49-g106 NaN NaN NaN NaN NaN
g49-g107 NaN NaN NaN NaN NaN
g49-g108 NaN NaN NaN NaN NaN
g49-g109 NaN NaN NaN NaN NaN
g49-g110 NaN NaN NaN NaN NaN
g49-g111 NaN NaN NaN NaN NaN
g49-g112 NaN NaN NaN NaN NaN
g49-g51 NaN NaN NaN NaN NaN
g49-g52 NaN NaN NaN NaN NaN
g49-g53 NaN NaN NaN NaN NaN
g49-g54 NaN NaN NaN NaN NaN
g49-g55 NaN NaN NaN NaN NaN
g49-g56 NaN NaN NaN NaN NaN
g49-g57 NaN NaN NaN NaN NaN
g49-g61 NaN NaN NaN NaN NaN
g49-g62 NaN NaN NaN NaN NaN
g49-g63 NaN NaN NaN NaN NaN
g49-g64 NaN NaN NaN NaN NaN
g49-g65 NaN NaN NaN NaN NaN
g49-g67 NaN NaN NaN NaN NaN
g49-g68 NaN NaN NaN NaN NaN
g49-g69 NaN NaN NaN NaN NaN
g49-g70 NaN NaN NaN NaN NaN
g49-g71 NaN NaN NaN NaN NaN
g49-g72 NaN NaN NaN NaN NaN
g49-g74 NaN NaN NaN NaN NaN
g49-g75 NaN NaN NaN NaN NaN
g49-g76 NaN NaN NaN NaN NaN
g49-g77 NaN NaN NaN NaN NaN
g49-g78 NaN NaN NaN NaN NaN
g49-g79 NaN NaN NaN NaN NaN
g49-g80 NaN NaN NaN NaN NaN
g49-g81 NaN NaN NaN NaN NaN
g49-g83 NaN NaN NaN NaN NaN
g49-g84 NaN NaN NaN NaN NaN
g49-g85 NaN NaN NaN NaN NaN
g49-g87 NaN NaN NaN NaN NaN
g49-g88 NaN NaN NaN NaN NaN
g49-g89 NaN NaN NaN NaN NaN
g49-g90 NaN NaN NaN NaN NaN
g49-g91 NaN NaN NaN NaN NaN
g49-g92 NaN NaN NaN NaN NaN
g49-g94 NaN NaN NaN NaN NaN
g49-g95 NaN NaN NaN NaN NaN
g49-g96 NaN NaN NaN NaN NaN
g49-g97 NaN NaN NaN NaN NaN
g49-g98 NaN NaN NaN NaN NaN
g49-g99 NaN NaN NaN NaN NaN
g5-g100 NaN NaN NaN NaN NaN
g5-g101 NaN 5178385.000000 8 5178363 6650
g5-g102 NaN 4514.000000 9 16159563 6696
g5-g103 NaN 61282.000000 10 82832677 91830
g5-g104 NaN 10506180.000000 785 10705313 57065
g5-g105 NaN 10524504.000000 733 10729843 57918
g5-g106 NaN 68763456.000000 3779 69320156 207433
g5-g107 NaN 26072433.000000 1645 26388739 110552
g5-g108 NaN 33574795.000000 2081 33895175 129605
g5-g109 NaN 11949971.000000 16 11950674 15953
g5-g110 NaN NaN 11 910869119 212085
g5-g111 NaN 68769477.000000 3780 69325125 211302
g5-g112 NaN 40027.000000 111 24672 21142
g5-g51 6255785 35963.000000 426 8462 542
g5-g52 2611996 12857723.000000 9 12857520 1423
g5-g53 NaN 957583.000000 115 944852 19367
g5-g54 NaN 3339.000000 10 6373863 4766
g5-g55 NaN 2653.000000 10 2714882 3621
g5-g56 NaN 3639.000000 11 8375949 5242
g5-g57 3782919 549329.000000 6561314 549317 552194
g5-g61 NaN 34647.000000 8 34727 1185
g5-g62 NaN NaN 10 393377617 3725
g5-g63 NaN 672878.000000 7613 497650 548847
g5-g64 NaN 41046.000000 594 848 705
g5-g65 NaN 15259.000000 12 3732802 21138
g5-g67 NaN 1095485.000000 9 1095455 1438
g5-g68 11 507.000000 10 534 534
g5-g69 NaN 543.000000 4 891 891
g5-g70 NaN 16054.000000 7 15647 1876
g5-g71 NaN 544.000000 4 1470 1470
g5-g72 2894569 9852.000000 23 4144 5017
g5-g74 912656 NaN 9 916466015 7906
g5-g75 NaN 31447.000000 12 NaN 47217
g5-g76 NaN 176924.000000 12 NaN 234364
g5-g77 NaN NaN 30 NaN 853008
g5-g78 NaN 29591942.000000 9 29591970 21531
g5-g79 NaN 6077658.000000 8 6077623 9716
g5-g80 NaN 6677.000000 180 7561 7127
g5-g81 NaN 32191.000000 12 4444848 46181
g5-g83 NaN 24765.000000 12 18582610 36941
g5-g84 41 124959.000000 13 NaN 375309
g5-g85 NaN 8324.000000 1396 18288 19331
g5-g87 NaN 31800531.000000 7 31800460 15760
g5-g88 NaN 27361746.000000 9 27361786 18881
g5-g89 NaN 2303.000000 10 2376 3456
g5-g90 NaN 3091.000000 9 6216344 4422
g5-g91 NaN 6700.000000 62 13469 5987
g5-g92 NaN 5850.000000 62 6129 5821
g5-g94 NaN 5237302.000000 9 5237222 7978
g5-g95 NaN 69044.000000 37 67353 6540
g5-g96 NaN 128138.000000 14 127906 6784
g5-g97 NaN 53835.000000 11 53987 7466
g5-g98 NaN 501395.000000 28 509535 8924
g5-g99 NaN 494293.000000 28 499152 8926
g50-g100 NaN NaN NaN NaN NaN
g50-g101 NaN NaN NaN NaN NaN
g50-g102 NaN NaN NaN NaN NaN
g50-g103 NaN NaN NaN NaN NaN
g50-g104 NaN NaN NaN NaN NaN
g50-g105 NaN NaN NaN NaN NaN
g50-g106 NaN NaN NaN NaN NaN
g50-g107 NaN NaN NaN NaN NaN
g50-g108 NaN NaN NaN NaN NaN
g50-g109 NaN NaN NaN NaN NaN
g50-g110 NaN NaN NaN NaN NaN
g50-g111 NaN NaN NaN NaN NaN
g50-g112 NaN NaN NaN NaN NaN
g50-g51 NaN NaN NaN NaN NaN
g50-g52 NaN NaN NaN NaN NaN
g50-g53 NaN NaN NaN NaN NaN
g50-g54 NaN NaN NaN NaN NaN
g50-g55 NaN NaN NaN NaN NaN
g50-g56 NaN NaN NaN NaN NaN
g50-g57 NaN NaN NaN NaN NaN
g50-g61 NaN NaN NaN NaN NaN
g50-g62 NaN NaN NaN NaN NaN
g50-g63 NaN NaN NaN NaN NaN
g50-g64 NaN NaN NaN NaN NaN
g50-g65 NaN NaN NaN NaN NaN
g50-g67 NaN NaN NaN NaN NaN
g50-g68 NaN NaN NaN NaN NaN
g50-g69 NaN NaN NaN NaN NaN
g50-g70 NaN NaN NaN NaN NaN
g50-g71 NaN NaN NaN NaN NaN
g50-g72 NaN NaN NaN NaN NaN
g50-g74 NaN NaN NaN NaN NaN
g50-g75 NaN NaN NaN NaN NaN
g50-g76 NaN NaN NaN NaN NaN
g50-g77 NaN NaN NaN NaN NaN
g50-g78 NaN NaN NaN NaN NaN
g50-g79 NaN NaN NaN NaN NaN
g50-g80 NaN NaN NaN NaN NaN
g50-g81 NaN NaN NaN NaN NaN
g50-g83 NaN NaN NaN NaN NaN
g50-g84 NaN NaN NaN NaN NaN
g50-g85 NaN NaN NaN NaN NaN
g50-g87 NaN NaN NaN NaN NaN
g50-g88 NaN NaN NaN NaN NaN
g50-g89 NaN NaN NaN NaN NaN
g50-g90 NaN NaN NaN NaN NaN
g50-g91 NaN NaN NaN NaN NaN
g50-g92 NaN NaN NaN NaN NaN
g50-g94 NaN NaN NaN NaN NaN
g50-g95 NaN NaN NaN NaN NaN
g50-g96 NaN NaN NaN NaN NaN
g50-g97 NaN NaN NaN NaN NaN
g50-g98 NaN NaN NaN NaN NaN
g50-g99 NaN NaN NaN NaN NaN
g6-g100 NaN NaN NaN NaN NaN
g6-g101 NaN NaN NaN NaN NaN
g6-g102 NaN NaN NaN NaN NaN
g6-g103 NaN NaN NaN NaN NaN
g6-g104 NaN NaN NaN NaN NaN
g6-g105 NaN NaN NaN NaN NaN
g6-g106 NaN NaN NaN NaN NaN
g6-g107 NaN NaN NaN NaN NaN
g6-g108 NaN NaN NaN NaN NaN
g6-g109 NaN NaN NaN NaN NaN
g6-g110 NaN NaN NaN NaN NaN
g6-g111 NaN NaN NaN NaN NaN
g6-g112 NaN NaN 829 1516012 89446
g6-g51 NaN 123210619.000000 50593 337714 316637
g6-g52 NaN NaN NaN 22782305 22222736
g6-g53 NaN NaN NaN NaN 1102582404
g6-g54 NaN NaN NaN 259592300 260247110
g6-g55 NaN NaN NaN 9509175 9435349
g6-g56 NaN NaN NaN 767900586 769063904
g6-g57 133176 NaN 27148693 3185828 361693
g6-g61 NaN NaN 7307 270940067 36897
g6-g62 NaN NaN NaN NaN NaN
g6-g63 NaN 664094.000000 1604 214762204 172080230
g6-g64 NaN 78513.000000 50742 6909 2648
g6-g65 NaN NaN NaN 15618280 15825688
g6-g67 NaN NaN NaN NaN NaN
g6-g68 NaN NaN NaN NaN NaN
g6-g69 NaN NaN 22655 42287 10856
g6-g70 NaN NaN 1070 17766 3952
g6-g71 NaN 10276294.000000 23091 31311 31672
g6-g72 NaN NaN 318 15844522 15828599
g6-g74 NaN NaN NaN NaN NaN
g6-g75 NaN NaN NaN NaN NaN
g6-g76 NaN NaN NaN NaN NaN
g6-g77 NaN NaN NaN NaN NaN
g6-g78 NaN NaN NaN NaN NaN
g6-g79 NaN NaN NaN NaN NaN
g6-g80 NaN NaN 120 29865 13389
g6-g81 NaN NaN 31823119 541912858 543133990
g6-g83 NaN NaN NaN NaN NaN
g6-g84 NaN NaN NaN NaN NaN
g6-g85 NaN NaN NaN NaN NaN
g6-g87 NaN NaN NaN 322218645 323711613
g6-g88 NaN NaN NaN 754265247 755921128
g6-g89 NaN NaN NaN NaN NaN
g6-g90 NaN NaN NaN NaN NaN
g6-g91 NaN NaN 388 37720 34131
g6-g92 NaN 206560.000000 898 19553 8862
g6-g94 NaN NaN NaN NaN NaN
g6-g95 NaN NaN 4614 388807 95312
g6-g96 NaN NaN 9956 897804 104637
g6-g97 NaN NaN 4554 649153 53163
g6-g98 NaN NaN 50176 1987955 419701
g6-g99 NaN NaN 50379 1989535 421583
g7-g100 NaN 133934.000000 40 151921 298307
g7-g101 NaN 10144729.000000 2129431 7806218 13683618
g7-g102 NaN 27321891.000000 3590527 24685970 68774617
g7-g103 NaN NaN 21 53189206 160460805
g7-g104 NaN 10373266.000000 1544177 10831015 19893979
g7-g105 NaN 10402598.000000 1549606 10856661 19951485
g7-g106 NaN NaN NaN 101207778 97744027
g7-g107 NaN NaN 3377508 36739800 43663701
g7-g108 NaN NaN 4260377 45673217 54000247
g7-g109 NaN NaN NaN 18017101 31576497
g7-g110 NaN NaN NaN 464429995 943155919
g7-g111 NaN NaN NaN 101271751 97904230
g7-g112 NaN NaN NaN 4227726 9690336
g7-g51 NaN 362464.000000 5886223 356813 944235
g7-g52 NaN 429877.000000 2532 439643 727896
g7-g53 NaN 1118469.000000 208972 983156 2340648
g7-g54 NaN 5270874.000000 475257 5051878 10875268
g7-g55 NaN 2267873.000000 39538 2145211 5351137
g7-g56 NaN 7851222.000000 1001721 7487249 15387270
g7-g57 NaN 6291.000000 21 27546 23988
g7-g61 NaN 98542.000000 25456 103043 309820
g7-g62 NaN 8251247.000000 3510919 6721168 11374866
g7-g63 NaN 81342223.000000 5841090 23222225 38688225
g7-g64 NaN NaN NaN 841 841
g7-g65 NaN 11134438.000000 4022453 11087824 30664008
g7-g67 NaN 2146039.000000 450481 1651813 2895311
g7-g68 NaN NaN NaN 341560642 385888240
g7-g69 NaN 421678.000000 103090 500037 837305
g7-g70 NaN 123971.000000 15895 686954 773046
g7-g71 NaN 46606601.000000 8578295 46558207 47095687
g7-g72 NaN 81370.000000 1457 70599 171123
g7-g74 NaN NaN NaN NaN NaN
g7-g75 NaN 673.000000 20 2627 2627
g7-g76 NaN 73.000000 21 5158 5158
g7-g77 NaN 693.000000 21 6361 6361
g7-g78 NaN 44408099.000000 9981556 42639512 84674058
g7-g79 NaN 2824805.000000 188350 2773482 6352005
g7-g80 NaN 27988.000000 504 39612 91272
g7-g81 NaN 24977104.000000 45264 24943954 72928859
g7-g83 NaN 25706585.000000 3855389 24231981 59413625
g7-g84 NaN NaN NaN NaN NaN
g7-g85 NaN 123844.000000 31 133495 286338
g7-g87 NaN 9661426.000000 1302908 9364581 20049333
g7-g88 NaN 18946921.000000 3090674 18102633 37578641
g7-g89 NaN 196607.000000 37159 206908 507681
g7-g90 NaN 11645970.000000 2261860 9701013 23107570
g7-g91 NaN 832164.000000 5391631 813660 1832380
g7-g92 NaN 1021276.000000 416166 943724 2138035
g7-g94 NaN 9890934.000000 2182554 8203002 18697053
g7-g95 NaN 190963.000000 24967 259341 457317
g7-g96 NaN 302537.000000 43450 460104 682894
g7-g97 NaN 232199.000000 30651 244903 552468
g7-g98 NaN 783107.000000 136020 2523116 1665613
g7-g99 NaN 788359.000000 136471 2528057 1685501
g8-g100 NaN NaN NaN NaN NaN
g8-g101 NaN NaN NaN NaN NaN
g8-g102 NaN NaN NaN NaN NaN
g8-g103 NaN NaN NaN NaN NaN
g8-g104 NaN NaN NaN NaN NaN
g8-g105 NaN NaN NaN NaN NaN
g8-g106 NaN NaN NaN NaN NaN
g8-g107 NaN NaN NaN NaN NaN
g8-g108 NaN NaN NaN NaN NaN
g8-g109 NaN NaN NaN NaN NaN
g8-g110 NaN NaN NaN NaN NaN
g8-g111 NaN NaN NaN NaN NaN
g8-g112 NaN NaN NaN NaN NaN
g8-g51 NaN NaN NaN 1455497970 539149444
g8-g52 NaN NaN NaN NaN NaN
g8-g53 NaN NaN NaN NaN NaN
g8-g54 NaN NaN NaN NaN NaN
g8-g55 NaN NaN NaN NaN NaN
g8-g56 NaN NaN NaN NaN NaN
g8-g57 NaN NaN NaN NaN NaN
g8-g61 NaN NaN NaN 1096659199 1098597504
g8-g62 NaN NaN NaN NaN NaN
g8-g63 NaN NaN 15714596 NaN NaN
g8-g64 NaN NaN NaN NaN NaN
g8-g65 NaN NaN NaN NaN NaN
g8-g67 NaN NaN NaN NaN NaN
g8-g68 NaN NaN NaN NaN NaN
g8-g69 NaN NaN 11598963 8851398 9254463
g8-g70 NaN NaN 2629205 3254748 3439751
g8-g71 NaN NaN 16997498 4287044 4579050
g8-g72 NaN NaN NaN 126353420 108355506
g8-g74 NaN NaN NaN NaN NaN
g8-g75 NaN NaN NaN NaN NaN
g8-g76 NaN NaN NaN NaN NaN
g8-g77 NaN NaN NaN NaN NaN
g8-g78 NaN NaN NaN NaN NaN
g8-g79 NaN NaN NaN NaN NaN
g8-g80 NaN NaN 101754 10239255 11858385
g8-g81 NaN NaN NaN NaN NaN
